num_of_evaluation	reward
0	280.51814238021007
5000	280.51814238021007
10000	280.51814238021007
15000	244.66648066346926
20000	209.10160576459754
25000	305.05854929646546
30000	260.01787063768137
35000	303.678344058167
40000	374.4143864657294
45000	318.7094137900291
50000	323.4103367844768
55000	452.2791187407932
60000	410.93783598491854
65000	352.314005281474
70000	480.7789671189419
75000	492.90213247013736
80000	674.062726522506
85000	378.12633073290806
90000	614.5656965187638
95000	466.92106225741566
100000	427.5405161071911
105000	499.67184580866444
110000	427.9411256216032
115000	533.4467379009582
120000	618.5615531975203
125000	452.10966815338395
130000	437.45532726381
135000	634.147706942701
140000	601.9176190315586
145000	822.0145846151543
150000	618.9183464011438
155000	550.419418707626
160000	462.4495132926683
165000	463.369032494631
170000	521.031056009446
175000	485.866771718058
180000	485.20008677055375
185000	732.9573393895769
190000	709.9064717185711
195000	695.5386084912059
200000	692.0463332874835
205000	928.4383804797396
210000	890.4750439623352
215000	681.1588569583143
220000	820.7328897254429
225000	950.3112360981486
230000	1699.3524821413644
235000	826.478756758553
240000	1397.6918705757803
245000	1589.308668067056
250000	791.249710368493
255000	1744.2219981959945
260000	1853.5400481004497
265000	1049.3954899464823
270000	1272.1026601678213
275000	1605.530546682945
280000	2638.297053257601
285000	2139.867806061548
290000	2726.3568003081473
295000	2698.4886263586536
300000	2210.617599031817
305000	2408.3291450143056
310000	2537.165585682115
315000	2587.7445119406934
320000	2334.9005185233864
325000	2476.37968747387
330000	2528.7532405384
335000	2329.1475305302292
340000	2892.0685929777023
345000	3045.568229512337
350000	3125.546535339813
355000	2850.160197000743
360000	3197.7266806644957
365000	3358.447939585759
370000	3097.455684136595
375000	2828.0628736846584
380000	2138.049697674466
385000	3551.5000208916294
390000	3389.675355686494
395000	3243.888437198553
400000	3352.7057185640188
405000	3405.3507231998656
410000	3384.4081909823703
415000	3155.2887221842093
420000	3822.349446778289
425000	3483.160058937584
430000	2755.1341289155343
435000	3522.0366759890812
440000	3722.6816404403935
445000	3641.082179938291
450000	3808.9110466662432
455000	3984.134944083527
460000	3306.710572708687
465000	3720.9667725984064
470000	3748.3961897174245
475000	4170.635843768799
480000	3875.1435324550803
485000	3607.654463775312
490000	3704.280411289641
495000	3761.156780996411
500000	3707.8286472937193
505000	3818.4438377314764
510000	3808.8844672222795
515000	3921.211971429456
520000	3804.850572914112
525000	3874.1807500411714
530000	4067.6406878343064
535000	4081.538297381495
540000	3757.6009854930317
545000	3918.4396730444014
550000	3981.1968241198692
555000	4200.861865286596
560000	3954.3356380005816
565000	4180.119505547153
570000	3844.3351646847027
575000	3916.200777776671
580000	4145.921341675351
585000	4196.167749805987
590000	4237.461709472804
595000	4116.973895034459
600000	4159.691359241972
605000	4100.508429269379
610000	4240.942395269264
615000	4083.706176339784
620000	4113.907261665095
625000	4231.37334592979
630000	4012.3815718580727
635000	4165.342363001393
640000	4105.066210720601
645000	4345.600667122568
650000	4546.231726862696
655000	4468.3989383518765
660000	4614.68030312673
665000	4431.414446038996
670000	4082.3176327293454
675000	4517.222045497254
680000	4370.231815399574
685000	4199.031417602172
690000	4360.185827956195
695000	4483.190659182856
700000	4408.175033309954
705000	4339.817756189939
710000	4266.590336653985
715000	4379.971936162295
720000	4219.357301536951
725000	4263.330183648568
730000	4183.678215729195
735000	4460.702803520482
740000	4448.255444865971
745000	4281.26570314662
750000	4347.676160323768
755000	4408.31362299782
760000	4555.423420244222
765000	4267.66097332378
770000	4281.951948975512
775000	4675.497924134116
780000	4500.508464064031
785000	4301.114815402612
790000	3975.276514687014
795000	4375.86028212019
800000	4426.279251224472
805000	3935.7689180055177
810000	4462.866424155139
815000	4266.114029853905
820000	4616.4102217881955
825000	4597.406176901632
830000	4482.99751858049
835000	4349.626098939332
840000	4361.083556006192
845000	4533.765246328925
850000	4471.467847114569
855000	4419.385334624253
860000	4611.352986978125
865000	4625.063313973778
870000	4579.780438976837
875000	4422.558139371171
880000	4562.163191927291
885000	4547.166091580273
890000	4540.858354734998
895000	4615.86430092058
900000	4402.557541677734
905000	4612.6068298009595
910000	4575.274269283331
915000	4558.581872629629
920000	4684.342834409534
925000	4663.735220746272
930000	4636.876215418535
935000	4750.979466649684
940000	4588.135315175297
945000	4649.247004510313
950000	4496.089739578058
955000	4502.078227696544
960000	4601.610499730014
965000	4597.140274947738
970000	4646.303996261419
975000	4666.105501426422
980000	4546.847628351712
985000	4559.655362412298
990000	4322.498754389086
995000	4674.396571844278
1000000	4547.579266310542
