num_of_evaluation	reward
0	-126.19552732088489
5000	-126.19552732088489
10000	-126.19552732088489
15000	-147.4654696427015
20000	-72.62573709126856
25000	-45.1682190448497
30000	-103.86306503060796
35000	-63.137104142594715
40000	-40.6752144169351
45000	-35.9316586262117
50000	-4.663875554264065
55000	-36.09186417266585
60000	-15.22653872639186
65000	-16.09781175281111
70000	-12.036332441895413
75000	-2.878119134802849
80000	18.964921629188407
85000	-23.943488273417568
90000	-8.924387679066133
95000	8.43031033865931
100000	-16.781901162877315
105000	-18.317515181525064
110000	-32.22135372024441
115000	-50.63210953810032
120000	0.7313494478912123
125000	69.16760415414026
130000	32.55697153078525
135000	127.64636468068223
140000	117.59438698554172
145000	82.05517917520523
150000	215.183511384369
155000	165.30652362402515
160000	243.74203237915526
165000	188.3615313033137
170000	121.94411302759643
175000	181.30388450257928
180000	250.93202177472463
185000	73.79198249131018
190000	250.79044011761692
195000	238.90245231282316
200000	217.08721403797261
205000	248.2540633551884
210000	252.7491169470884
215000	252.88223107027153
220000	244.76498421243014
225000	226.42480531750715
230000	233.89246321690817
235000	248.31069086601912
240000	258.86266981918186
245000	231.48145898845738
250000	261.9555308753978
255000	270.70784444357525
260000	259.6198170376691
265000	261.75917004295474
270000	263.8560126113004
275000	266.7363974593617
280000	264.0639853371637
285000	239.21786064148583
290000	262.0328422501319
295000	258.0757901969772
300000	265.1735374612159
305000	274.1457414919376
310000	253.12722361261444
315000	259.67128621320256
320000	261.14216364078123
325000	263.01311831983554
330000	247.28419465075248
335000	192.4814857274938
340000	251.83387012603416
345000	254.69865382028834
350000	254.1270742651738
355000	265.8408046401065
360000	270.66935155414654
365000	266.1233253897357
370000	263.55599252224596
375000	263.2680216026661
380000	264.7958437487645
385000	274.8113649170678
390000	235.91080303285918
395000	207.7979410867294
400000	259.97125478534934
405000	265.4980167894207
410000	275.032366936427
415000	270.7329988982731
420000	266.58800930006475
425000	263.7386141083292
430000	257.90862441806627
435000	268.9579399688913
440000	265.17868373672854
445000	255.52708067875338
450000	260.72352358056224
455000	244.83622258871372
460000	263.5098861426287
465000	270.5776214612448
470000	274.53791228775174
475000	262.90947188864976
480000	264.9080010147019
485000	273.0859583825265
490000	271.0761457946488
495000	265.9324959655412
500000	277.08351732459
505000	277.47330411994614
510000	270.1756382309094
515000	270.85204482289726
520000	272.4356223064252
525000	270.6714544756449
530000	278.55360729299895
535000	278.06732020721086
540000	276.2218835804234
545000	267.3443297361332
550000	280.921299725715
555000	267.01373960104144
560000	269.20297673516535
565000	272.53188461914317
570000	268.97291367009836
575000	249.0675384345193
580000	272.1710189058871
585000	271.10877596308757
590000	282.43851909280227
595000	272.9759399016411
600000	266.2957857439487
605000	269.70897909640917
610000	274.9878996608993
615000	280.080615198925
620000	272.065651108644
625000	277.7337607967221
630000	261.5081217735851
635000	270.6468405340903
640000	279.75703157078436
645000	286.9879991804234
650000	283.74931257919627
655000	266.67229205055156
660000	283.1467374550283
665000	272.85881577410356
670000	260.7914317237987
675000	283.1831162223229
680000	268.71468849259594
685000	269.3362874334381
690000	278.1994847265098
695000	282.4082956788389
700000	278.537428642911
705000	277.8557923474399
710000	274.8402866197646
715000	277.8009049306228
720000	281.47331059827957
725000	280.49811406447634
730000	278.5508625466328
735000	260.22526777488116
740000	275.51218216333257
745000	279.48892745956556
750000	254.63598058059705
755000	273.62775045419664
760000	287.10051798283155
765000	272.009600829614
770000	274.10999481474727
775000	274.96141782005327
780000	275.6776687168601
785000	284.6743696294385
790000	276.4204659925691
795000	280.63519789098063
800000	280.78330707806987
805000	288.0679524486917
810000	273.0569689682369
815000	270.99314702069984
820000	277.79845754200926
825000	277.5418014547133
830000	291.1997309918588
835000	273.14960707443413
840000	282.366335543381
845000	282.48018597197614
850000	278.8123550033586
855000	269.23744488098725
860000	280.7604998610819
865000	267.4733246172472
870000	278.17229393145215
875000	267.89357069939456
880000	277.73964201099653
885000	255.8872202752416
890000	282.28236078137974
895000	269.7361527875083
900000	270.6479016926565
905000	279.61693560478614
910000	274.2812174859098
915000	281.3666701346498
920000	273.7571958375291
925000	289.80377104060574
930000	275.8905671656139
935000	278.5672887539934
940000	276.58725176210316
945000	285.724639796891
950000	280.3947277964091
955000	276.7424326592133
960000	279.01331057013175
965000	280.96513274449427
970000	271.9454437256539
975000	255.561454466847
980000	274.3229237656768
985000	283.0465439868209
990000	279.15716931731123
995000	271.5901757851349
1000000	276.26572795272443
