num_of_evaluation	reward
0	-118.5784311072608
5000	-118.5784311072608
10000	-118.5784311072608
15000	-116.63346757517627
20000	-104.45273319455313
25000	-100.64465179343468
30000	-110.03109893952247
35000	-54.835750743755554
40000	-73.49346952446726
45000	-79.52514128692823
50000	-49.55716719867384
55000	-49.365306658601796
60000	-60.3926430290104
65000	-41.83877219963335
70000	-35.772318344186914
75000	-112.15690185283684
80000	-112.06052674900018
85000	-110.80265977289427
90000	-52.59121588908109
95000	-36.64643641065386
100000	-41.08423481243152
105000	-65.13144147809919
110000	-39.88693030773618
115000	-77.31908174264473
120000	-65.91473879667411
125000	-56.99051700392674
130000	-83.81407344505855
135000	-45.394737060603354
140000	-34.421100950067334
145000	-57.5516455646204
150000	-43.78859494664601
155000	-45.80646813167799
160000	-63.09018867802348
165000	-132.8466459505692
170000	-57.953970122297406
175000	-52.55249246388479
180000	-69.61313724470999
185000	-46.4471637346471
190000	-87.79683007114139
195000	-12.763201637404999
200000	-59.272757195383655
205000	-64.79348569983769
210000	192.91490826714855
215000	152.04212364338912
220000	155.4223831459421
225000	167.80736325647757
230000	260.0291358222115
235000	207.9174103960223
240000	75.50012929989705
245000	267.1244492762552
250000	120.84514144132815
255000	267.6264351578791
260000	269.3095652577743
265000	268.5782175629448
270000	271.408395245617
275000	237.7004137891914
280000	273.4397677324908
285000	270.95575718220977
290000	275.0577100906652
295000	279.2940569188615
300000	258.2501750323331
305000	284.6033692183586
310000	283.42515460950494
315000	277.71727970792915
320000	276.15740965776325
325000	287.4363799973123
330000	277.86401156390906
335000	288.79859095348945
340000	291.59026605474406
345000	172.79086743134684
350000	284.3908711405356
355000	272.55076935464024
360000	208.93257797996057
365000	297.4466569442525
370000	256.8542848704456
375000	293.7801604938397
380000	291.739231771328
385000	189.4279053083581
390000	290.9520890176754
395000	293.36652825527386
400000	282.91120667819405
405000	289.0956972584782
410000	262.5522800382631
415000	295.20208485578655
420000	286.6813452903569
425000	287.2884243153632
430000	295.0779742143054
435000	293.7006706665764
440000	291.7718559360827
445000	289.225951978766
450000	290.6429059373682
455000	290.39822991874064
460000	289.88511262466176
465000	283.30337511761024
470000	292.8626485296185
475000	287.25316346569787
480000	294.40637995430745
485000	294.75019285475327
490000	288.0160058944774
495000	295.99926491759777
500000	295.321498309709
505000	290.53566655143044
510000	292.5192192091681
515000	294.1360640312367
520000	292.38567278430884
525000	289.86242872764115
530000	289.7097270224773
535000	294.5039671210049
540000	296.34107503742933
545000	292.9121787076391
550000	293.67303050317923
555000	293.44105653742656
560000	292.7708714297671
565000	290.33911935617465
570000	296.61512573082825
575000	291.87373050779513
580000	273.95428374093206
585000	289.30452272543846
590000	292.77076384033853
595000	293.3336764444637
600000	294.09635405049437
605000	292.5494816163609
610000	293.56420106930494
615000	293.8689424564871
620000	294.54028972609774
625000	294.9950539791439
630000	292.74554784916813
635000	290.696972421198
640000	296.752873690251
645000	292.3436516290836
650000	299.1780900548811
655000	295.8055751477586
660000	294.9905574555844
665000	292.6372587305712
670000	294.89909712216956
675000	287.85549481667425
680000	300.6282826115796
685000	293.4653209909826
690000	291.5742846217879
695000	294.64216163889205
700000	296.0904876003011
705000	291.553683655821
710000	296.7249094726489
715000	294.66218311432306
720000	294.73501882622304
725000	290.3966120915219
730000	295.56598025423074
735000	293.0260655097294
740000	297.7605250034217
745000	263.61138350238
750000	293.898738561389
755000	301.52229354476236
760000	294.9166547142989
765000	296.0144089082441
770000	294.7442984079879
775000	296.5786957635781
780000	297.0616171000314
785000	293.8057824575022
790000	293.0731106927922
795000	298.0391374455672
800000	288.4147343335418
805000	296.65168564922806
810000	298.7160690676436
815000	297.77715950343185
820000	293.2182439991845
825000	301.1747452665571
830000	293.86129971272146
835000	292.95284653857016
840000	296.33325565509443
845000	292.66380091278904
850000	298.4931658210146
855000	296.53438479808483
860000	296.19407405766276
865000	295.6303603254652
870000	295.95954581598704
875000	295.84984348091007
880000	295.8038586905987
885000	256.2259332995892
890000	301.3979119739695
895000	297.84398977463854
900000	299.02915278103063
905000	297.44919550223904
910000	297.4582644517383
915000	295.653819688115
920000	299.87332689590636
925000	296.10075990889237
930000	292.98194419931696
935000	295.9842143151277
940000	296.13605398549396
945000	299.7637016785321
950000	297.18574891913346
955000	299.3960854929469
960000	300.1417784156349
965000	296.2628305836212
970000	296.227404381592
975000	297.97858047856937
980000	295.3773143825923
985000	300.0681622085108
990000	298.8115185110419
995000	300.82878736841514
1000000	291.92286656183694
