num_of_evaluation	reward
0	19.847169937617153
5000	19.847169937617153
10000	19.847169937617153
15000	211.0159703604333
20000	274.4658896886102
25000	260.99675107394256
30000	219.8850030212172
35000	345.69731687402725
40000	375.7339803573807
45000	482.5759589231569
50000	496.2529086085727
55000	499.2563781326211
60000	716.8704507786604
65000	691.6352958408118
70000	760.6593302409685
75000	853.4865053477272
80000	982.2547620331245
85000	1332.2309869346477
90000	998.3800093999437
95000	1285.364423519983
100000	2773.8030332896496
105000	2842.837426803676
110000	3267.5454212871477
115000	1050.39041371527
120000	1955.457554315275
125000	2918.9461361292188
130000	3229.1252307033274
135000	3463.38461033352
140000	2959.1345834686686
145000	3424.9660247488864
150000	3335.5218538271415
155000	3341.8564121097725
160000	3201.1112005066384
165000	3226.592298403158
170000	3321.5913965467053
175000	3385.2844705807875
180000	3497.246260809929
185000	3385.854615327489
190000	3392.8867242926003
195000	3478.2243353110935
200000	3517.986698599764
205000	3286.201137432613
210000	3509.2340608857376
215000	3424.7537247382957
220000	3273.7224897839765
225000	3484.0909975874374
230000	2207.862602737741
235000	3498.674355973887
240000	3352.378260205329
245000	2978.057011519954
250000	3492.314702385023
255000	3513.989624387313
260000	3564.762694623473
265000	3576.952950202405
270000	3552.4248281383398
275000	3555.8182951103363
280000	3503.166234603866
285000	3010.4171577015486
290000	3227.0652331378083
295000	3587.6817533981157
300000	3575.668530017732
305000	3546.90152759977
310000	3613.0685594173606
315000	3466.17868725363
320000	3301.441774083624
325000	3577.1995549162834
330000	3509.1362731613444
335000	3525.0660864080264
340000	3444.4393705227603
345000	3524.883943685241
350000	3498.491107010457
355000	3544.786755504769
360000	3572.261954710484
365000	3402.028421898557
370000	3581.9928614575374
375000	3582.944444298571
380000	3374.2218214592663
385000	3607.448834471915
390000	3624.851442166554
395000	3583.0858419366728
400000	3622.7421219601943
405000	3246.324437139138
410000	3639.988910872068
415000	3646.918565923438
420000	3645.0777265528113
425000	3574.3958553517755
430000	3499.7595357592063
435000	3627.1036928251187
440000	3644.305089551605
445000	3531.815088711003
450000	3604.9916696331625
455000	3643.3434406002693
460000	3591.7999008611223
465000	3601.1612422642074
470000	3605.904489994605
475000	3566.3376844410327
480000	3613.000900845981
485000	3593.9100179575084
490000	3493.701185492867
495000	3421.3966014630687
500000	3645.7012977300633
505000	3589.331716767022
510000	3621.9516765304106
515000	3566.0403401539197
520000	3620.866212042764
525000	3582.187078362915
530000	3565.97034296642
535000	3617.978050500403
540000	3580.895089136992
545000	3587.82832698983
550000	3591.411179738917
555000	3375.476329710801
560000	3560.4469208414353
565000	3610.257927324214
570000	3626.08077544731
575000	3617.018114043897
580000	3640.0085179761545
585000	3655.2296683223503
590000	3626.7537123209927
595000	3569.838684779832
600000	3617.4042721345504
605000	3618.082408421532
610000	3614.795112833377
615000	3631.234052147635
620000	3575.6975863608413
625000	3636.063794277441
630000	3619.7080099803725
635000	3607.700368796604
640000	3630.4048580057415
645000	3619.3875096128018
650000	3627.009484826179
655000	3629.051876987799
660000	3630.784539261448
665000	3586.1179926152085
670000	3384.8635837682004
675000	3626.547883942136
680000	3623.8505918825094
685000	3643.224946507055
690000	3649.2274562847315
695000	3448.560286742647
700000	3344.7032671875763
705000	3610.773139673747
710000	3641.48569820697
715000	3594.060119080145
720000	1524.3158122002264
725000	3653.9471855229067
730000	3408.504300466063
735000	3644.0695304265037
740000	3624.681662861225
745000	3194.064761710834
750000	3601.4828051419654
755000	3646.1912472253416
760000	3610.9446040473495
765000	3598.1001203964856
770000	3623.523860630589
775000	3655.265735762138
780000	3572.330619114531
785000	3664.8884208916743
790000	3646.738470814272
795000	3632.0592447007884
800000	3615.1964666864615
805000	3623.9160765009647
810000	3447.6648490245316
815000	3648.2822438997528
820000	3618.7339441020436
825000	3659.1889516392635
830000	3654.5544139973804
835000	3639.138812017143
840000	3634.9461869544357
845000	3619.185449262287
850000	3608.6404064324174
855000	3615.2743287705307
860000	3578.0375263871733
865000	3644.349569900473
870000	3569.61111533027
875000	3664.6753098407303
880000	3647.648001432971
885000	3589.186424577115
890000	3649.625791391574
895000	3640.846305447395
900000	3671.1492477962793
905000	3645.275178697751
910000	3544.6085332574694
915000	3617.676481873149
920000	3648.051009205671
925000	3649.1610360966224
930000	3651.9247595572533
935000	3639.511208927162
940000	3673.0707781150168
945000	3638.1675433149967
950000	3603.2917103710924
955000	3653.763730972039
960000	3632.0959148421944
965000	3474.846049516537
970000	3642.4385844921585
975000	3633.9381031847006
980000	3042.0607454625597
985000	3648.629970242507
990000	3640.4357143326743
995000	3608.6742653832152
1000000	3652.510798235168
