num_of_evaluation	reward
0	985.7171405125407
5000	985.7171405125407
10000	985.7171405125407
15000	-25.016554556592276
20000	125.47126325658512
25000	131.4342582431379
30000	150.73206979297834
35000	66.33067981501954
40000	253.95863138411727
45000	106.80752917661823
50000	304.30057668805773
55000	143.3553573312913
60000	299.9786567798926
65000	153.22846352359034
70000	47.039476906887934
75000	273.578965883045
80000	207.47475807442635
85000	376.1432394212485
90000	352.4760436936937
95000	336.26932032191263
100000	512.4380214825858
105000	436.04837706377555
110000	581.280926310939
115000	272.53173763251743
120000	729.8787961537512
125000	486.563458085608
130000	405.75418939740854
135000	502.1628857786898
140000	517.3534402130961
145000	535.6793127825424
150000	585.4901156752798
155000	676.7905203630295
160000	457.7192820181288
165000	822.6680668049261
170000	608.7611695330515
175000	1288.1634071832793
180000	975.3849155360452
185000	1103.8629998299689
190000	1593.1473316958838
195000	928.2341490150175
200000	700.7968856180772
205000	1214.780118215429
210000	1296.4648720302234
215000	1661.246333847069
220000	1512.9003880999906
225000	1307.492946435304
230000	784.716244016827
235000	2305.2302459470898
240000	2054.559924486697
245000	2084.054256967407
250000	1806.1216616975532
255000	2104.200147591712
260000	2504.0604382045603
265000	1495.5343616056834
270000	939.6377556053701
275000	1683.4983289046481
280000	2070.015191111582
285000	1491.4778974860872
290000	3280.408640829348
295000	1355.92049450271
300000	2970.920136739657
305000	2492.3167344631274
310000	1725.6870161633956
315000	2413.1248586754
320000	3794.2174393024907
325000	3455.252880782339
330000	2875.3858298784694
335000	3341.550216445914
340000	3257.9243848310507
345000	2653.281590844695
350000	3494.1112789690405
355000	3362.0913597097924
360000	2840.539091355841
365000	3074.417828162542
370000	3394.292901608508
375000	3639.7698411719566
380000	3681.892945884857
385000	3254.022409449395
390000	2809.8823291416866
395000	1899.8327168110686
400000	3972.9997109346086
405000	2737.1339849704173
410000	3718.1571414111154
415000	3771.7330997359736
420000	2237.9657856203844
425000	4114.306206248706
430000	2963.9362929832682
435000	4105.845521269912
440000	3820.8308333485825
445000	4138.602273707188
450000	2316.47976160449
455000	4047.4748438329493
460000	4499.177426526523
465000	4113.830526890009
470000	3593.5668563133136
475000	2911.021962986853
480000	4550.894788440379
485000	4570.257233220357
490000	4751.056896465682
495000	4346.808860011559
500000	3362.060658021687
505000	4400.849827571055
510000	4421.458373147783
515000	4253.366645564097
520000	4751.895087921259
525000	4042.9363715785753
530000	4287.6302504071555
535000	3977.8405880056066
540000	4335.76217035568
545000	4595.093449064401
550000	4480.139484819486
555000	3838.0315828097673
560000	4406.333337922763
565000	4577.912712074643
570000	4468.692183924652
575000	3966.1801574076526
580000	4548.00849825884
585000	4041.5752654935764
590000	4295.89801614733
595000	4208.03797190921
600000	5079.522987762508
605000	4879.3359139774075
610000	5020.285270817205
615000	4881.15241923213
620000	3851.8268304652893
625000	4521.2257905504375
630000	3432.040787261648
635000	4039.938118253315
640000	3612.549404741208
645000	4307.412709711589
650000	4762.334380746659
655000	5032.051326834511
660000	4974.366077979445
665000	3206.5513915253005
670000	5004.942791980442
675000	4850.194093309593
680000	4972.392048028164
685000	5026.209895129764
690000	4812.904813678744
695000	4745.109382688539
700000	5098.504979954179
705000	4564.983430975238
710000	4811.2722016119205
715000	5095.798878295974
720000	4759.256646805176
725000	5096.964544378597
730000	5155.577187622978
735000	4666.9801293789
740000	5338.911229102226
745000	5333.5278141668
750000	4894.883268181387
755000	4030.0007712176107
760000	4816.071322234507
765000	4712.655370477748
770000	4420.071830478026
775000	5271.396852796054
780000	4965.508356168675
785000	5220.87758997283
790000	4622.127412393236
795000	4738.438583660494
800000	5191.914756120098
805000	4772.748214746598
810000	4096.701136648407
815000	5100.232251958164
820000	4896.762436110834
825000	4649.505870220293
830000	5335.743729233253
835000	5148.585318450961
840000	4548.100591610559
845000	5210.644563693299
850000	4496.459466497702
855000	4805.426231969127
860000	4882.450382477288
865000	5193.4672048283655
870000	5203.031476719889
875000	4836.807681724766
880000	4635.249899466305
885000	5291.24670551656
890000	4992.854591463841
895000	5260.383525847301
900000	5270.868882316791
905000	4366.24371584266
910000	4961.509665613929
915000	4954.971972598825
920000	5101.804876985379
925000	5247.101693826067
930000	4632.571447522138
935000	4698.9918989051075
940000	4735.12194840468
945000	5266.04019108478
950000	5376.9445515642055
955000	5184.498692231394
960000	4838.018698455621
965000	5325.927760854375
970000	4377.5291672183075
975000	5129.577933952837
980000	5244.31412183504
985000	5307.074972007771
990000	5183.499811318195
995000	4771.153952614756
1000000	5365.220118224415
